Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Larry Foust,C,31,STL,25, , , , , , , , , , , , , , , , , , , , , , , , 
Dave Gambee,F,22,TOT,61, ,10.8,1.9,4.8,.402, , , ,1.9,4.8,.402,.402,1.1,1.7,.651, , ,3.8,0.6, , , ,1.4,5.0
Dave Gambee,SF,22,STL,42, , , , , , , , , , , , , , , , , , , , , , , , 
Dave Gambee,SF,22,CIN,19, , , , , , , , , , , , , , , , , , , , , , , , 
Dick Garmaker,SG,27,TOT,70, ,27.6,4.6,11.6,.396, , , ,4.6,11.6,.396,.396,2.9,3.8,.772, , ,4.5,2.9, , , ,2.7,12.1
Dick Garmaker,G-F,27,MNL,44, ,27.0,4.5,11.9,.377, , , ,4.5,11.9,.377,.377,2.7,3.7,.718, , ,4.3,3.0, , , ,2.9,11.7
Dick Garmaker,SG,27,NYK,26, ,28.7,4.8,11.2,.431, , , ,4.8,11.2,.431,.431,3.3,3.8,.860, , ,4.8,2.8, , , ,2.3,12.9
Jack George,PG,31,NYK,69, ,23.2,3.6,9.4,.385, , , ,3.6,9.4,.385,.385,2.2,2.9,.767, , ,2.9,3.5, , , ,2.1,9.5
Tom Gola*,SG,27,PHW,75, ,38.3,5.7,13.1,.433, , , ,5.7,13.1,.433,.433,3.6,4.5,.794, , ,10.4,5.5, , , ,4.1,15.0
Joe Graboski,PF,30,PHW,73, ,17.4,3.0,8.0,.372, , , ,3.0,8.0,.372,.372,1.8,2.4,.753, , ,4.9,1.5, , , ,2.0,7.7
Johnny Green,PF,26,NYK,69, ,17.9,3.0,6.8,.447, , , ,3.0,6.8,.447,.447,0.9,2.2,.406, , ,7.8,0.8, , , ,2.8,7.0
Si Green,PG,26,STL,70, ,19.3,2.3,6.1,.372, , , ,2.3,6.1,.372,.372,1.6,2.5,.634, , ,3.7,1.9, , , ,2.1,6.1
Hal Greer*,SG,23,SYR,70, ,28.3,5.5,11.6,.476, , , ,5.5,11.6,.476,.476,2.1,2.7,.783, , ,4.3,2.7, , , ,3.0,13.2
Gene Guarilia,SF,22,BOS,48, ,8.8,1.2,3.2,.377, , , ,1.2,3.2,.377,.377,0.6,0.9,.707, , ,1.8,0.4, , , ,1.2,3.0
Richie Guerin*,SG,27,NYK,74, ,32.8,7.8,18.6,.420, , , ,7.8,18.6,.420,.420,6.2,8.0,.773, , ,6.8,6.3, , , ,3.3,21.8
Cliff Hagan*,SF,28,STL,75, ,37.3,9.6,20.7,.464, , , ,9.6,20.7,.464,.464,5.6,7.0,.803, , ,10.7,4.0, , , ,3.6,24.8
Steve Hamilton,SF,25,MNL,15, ,16.5,1.9,5.1,.377, , , ,1.9,5.1,.377,.377,1.2,1.5,.783, , ,3.9,0.5, , , ,2.6,5.1
Vern Hatton,SG,24,PHW,67, ,15.7,1.9,5.3,.357, , , ,1.9,5.3,.357,.357,0.8,1.3,.609, , ,2.4,1.2, , , ,0.9,4.6
Tom Hawkins,SF,23,MNL,69, ,21.3,3.2,8.4,.380, , , ,3.2,8.4,.380,.380,1.5,2.4,.646, , ,6.2,0.8, , , ,2.7,7.9
Tom Heinsohn*,PF,25,BOS,75, ,32.3,9.0,21.2,.423, , , ,9.0,21.2,.423,.423,3.8,5.1,.733, , ,10.6,2.3, , , ,3.7,21.7
Bob Hopkins,PF,25,SYR,75, ,21.5,3.4,8.8,.389, , , ,3.4,8.8,.389,.389,1.8,2.3,.782, , ,6.2,0.7, , , ,2.6,8.7
Bailey Howell*,PF,23,DET,75, ,31.3,6.8,14.9,.456, , , ,6.8,14.9,.456,.456,4.2,5.6,.739, , ,10.5,0.8, , , ,3.8,17.8
Hot Rod Hundley,SG,25,MNL,73, ,31.2,5.0,14.0,.358, , , ,5.0,14.0,.358,.358,2.8,3.7,.744, , ,5.3,4.6, , , ,2.7,12.8
Andy Johnson,SF,27,PHW,75, ,18.9,3.3,8.6,.378, , , ,3.3,8.6,.378,.378,1.7,2.8,.601, , ,3.8,2.0, , , ,2.6,8.2
K.C. Jones*,PG,27,BOS,74, ,17.2,2.3,5.6,.408, , , ,2.3,5.6,.408,.408,1.7,2.3,.753, , ,2.7,2.6, , , ,1.5,6.3
Sam Jones*,SF,26,BOS,74, ,20.4,4.8,10.6,.454, , , ,4.8,10.6,.454,.454,2.3,3.0,.764, , ,5.1,1.7, , , ,1.4,11.9
Phil Jordon,C,26,CIN,75, ,27.5,5.1,12.9,.393, , , ,5.1,12.9,.393,.393,3.2,4.5,.716, , ,8.3,2.8, , , ,3.0,13.4
Billy Kenville,SG,29,DET,25, ,14.6,1.9,5.2,.359, , , ,1.9,5.2,.359,.359,1.3,1.6,.805, , ,2.8,1.8, , , ,1.2,5.1
Red Kerr,C,27,SYR,75, ,31.6,5.8,14.8,.392, , , ,5.8,14.8,.392,.392,3.1,4.1,.752, , ,12.2,2.2, , , ,2.8,14.7
Maurice King,PG,24,BOS,1, ,19.0,5.0,8.0,.625, , , ,5.0,8.0,.625,.625,0.0,1.0,.000, , ,4.0,2.0, , , ,3.0,10.0
Jim Krebs,C,24,MNL,75, ,16.9,3.2,8.1,.392, , , ,3.2,8.1,.392,.392,1.3,1.8,.721, , ,4.4,0.5, , , ,2.8,7.6
Rudy LaRusso,PF,22,MNL,71, ,29.5,5.0,12.9,.389, , , ,5.0,12.9,.389,.389,3.7,5.0,.742, , ,9.6,1.2, , , ,3.1,13.7
Slick Leonard*,PG,27,MNL,73, ,28.4,3.2,9.8,.322, , , ,3.2,9.8,.322,.322,1.9,2.6,.705, , ,3.4,3.5, , , ,2.3,8.2
Earl Lloyd*,SF,31,DET,68, ,23.7,3.5,9.8,.356, , , ,3.5,9.8,.356,.356,1.9,2.4,.800, , ,4.7,1.3, , , ,3.3,8.9
Jim Loscutoff,SF,29,BOS,28, ,19.1,2.4,7.3,.322, , , ,2.4,7.3,.322,.322,0.8,1.3,.611, , ,3.9,0.4, , , ,3.9,5.5
Clyde Lovellette*,C,30,STL,68, ,28.7,8.1,17.3,.468, , , ,8.1,17.3,.468,.468,4.6,5.7,.821, , ,10.6,1.9, , , ,3.6,20.8
Nick Mantis,SG,24,MNL,10, ,7.1,1.0,3.9,.256, , , ,1.0,3.9,.256,.256,0.1,0.2,.500, , ,0.6,0.9, , , ,0.8,2.1
Slater Martin*,PG,34,STL,64, ,27.4,2.2,6.0,.371, , , ,2.2,6.0,.371,.371,1.8,2.4,.729, , ,2.9,5.2, , , ,2.7,6.2
Brendan McCann,PG,24,NYK,4, ,7.3,0.3,2.5,.100, , , ,0.3,2.5,.100,.100,0.8,0.8,1.000, , ,1.0,2.5, , , ,0.5,1.3
Johnny McCarthy,SG,25,STL,75, ,31.8,3.2,9.7,.329, , , ,3.2,9.7,.329,.329,2.0,3.0,.659, , ,4.0,4.4, , , ,3.1,8.4
Dick McGuire*,PG,34,DET,68, ,21.6,2.6,5.9,.445, , , ,2.6,5.9,.445,.445,1.8,3.0,.617, , ,3.9,5.3, , , ,1.6,7.1
Jack McMahon,PG,31,STL,25, ,13.4,1.3,3.7,.355, , , ,1.3,3.7,.355,.355,0.6,1.2,.552, , ,1.0,2.0, , , ,1.7,3.3
Shellie McMillon,SF,23,DET,75, ,18.9,3.6,8.4,.426, , , ,3.6,8.4,.426,.426,1.8,2.7,.663, , ,5.7,0.7, , , ,2.6,8.9
Willie Naulls,SF,25,NYK,65, ,34.6,8.5,19.8,.428, , , ,8.5,19.8,.428,.428,4.4,5.3,.836, , ,14.2,2.1, , , ,3.3,21.4
Chuck Noble,SG,28,DET,58, ,27.9,4.8,13.3,.357, , , ,4.8,13.3,.357,.357,1.7,2.4,.732, , ,3.5,4.6, , , ,3.0,11.3
Togo Palazzi,SF,27,SYR,7, ,10.0,1.9,5.9,.317, , , ,1.9,5.9,.317,.317,0.6,1.1,.500, , ,2.0,0.4, , , ,1.0,4.3
Jim Palmer,C,26,TOT,74, ,20.0,3.3,7.8,.429, , , ,3.3,7.8,.429,.429,1.6,2.4,.684, , ,5.3,0.9, , , ,3.0,8.3
Jim Palmer,C,26,CIN,20, ,20.0,3.6,7.8,.458, , , ,3.6,7.8,.458,.458,2.0,2.8,.709, , ,5.6,0.9, , , ,3.3,9.1
Jim Palmer,C,26,NYK,54, ,20.0,3.2,7.8,.418, , , ,3.2,7.8,.418,.418,1.5,2.2,.672, , ,5.1,1.0, , , ,2.9,8.0
Med Park,SG,26,CIN,74, ,25.0,3.1,7.9,.388, , , ,3.1,7.9,.388,.388,2.6,3.5,.727, , ,4.1,2.9, , , ,2.4,8.7
Bob Pettit*,PF,27,STL,72, ,40.2,9.3,21.2,.438, , , ,9.3,21.2,.438,.438,7.6,10.0,.753, , ,17.0,3.6, , , ,2.8,26.1
Dave Piontek,SF,25,TOT,77, ,23.8,3.8,9.5,.401, , , ,3.8,9.5,.401,.401,1.7,2.6,.639, , ,6.0,1.5, , , ,2.7,9.3
Dave Piontek,F-C,25,CIN,52, ,21.4,4.2,10.2,.409, , , ,4.2,10.2,.409,.409,1.6,2.3,.689, , ,6.6,1.6, , , ,2.8,10.0
Dave Piontek,SF,25,STL,25, ,28.9,3.0,7.9,.381, , , ,3.0,7.9,.381,.381,1.8,3.2,.563, , ,4.8,1.4, , , ,2.7,7.8
Cal Ramsey,SF,22,TOT,11, ,17.7,3.5,8.7,.406, , , ,3.5,8.7,.406,.406,1.7,3.0,.576, , ,6.0,0.8, , , ,2.3,8.8
Cal Ramsey,SF,22,STL,4, ,8.8,1.8,4.8,.368, , , ,1.8,4.8,.368,.368,0.8,1.0,.750, , ,4.8,0.0, , , ,1.0,4.3
Cal Ramsey,SF,22,NYK,7, ,22.9,4.6,11.0,.416, , , ,4.6,11.0,.416,.416,2.3,4.1,.552, , ,6.7,1.3, , , ,3.0,11.4
Frank Ramsey*,SG,28,BOS,73, ,27.5,5.8,14.5,.397, , , ,5.8,14.5,.397,.397,3.7,4.8,.787, , ,6.9,1.9, , , ,3.4,15.3
Jim Ray,G,26,SYR,4, ,5.3,0.3,1.5,.167, , , ,0.3,1.5,.167,.167,0.0,0.0, , , ,0.0,0.5, , , ,0.8,0.5
Hub Reed,PF-C,23,TOT,71, ,25.6,3.8,8.5,.449, , , ,3.8,8.5,.449,.449,1.9,2.6,.728, , ,8.6,1.0, , , ,3.2,9.5
Hub Reed,C,23,STL,2, ,8.5,0.5,1.5,.333, , , ,0.5,1.5,.333,.333,0.0,0.0, , , ,1.0,0.0, , , ,1.0,1.0
Hub Reed,PF,23,CIN,69, ,26.1,3.9,8.7,.450, , , ,3.9,8.7,.450,.450,1.9,2.7,.728, , ,8.9,1.0, , , ,3.3,9.7
John Richter,C,22,BOS,66, ,12.2,1.7,5.0,.340, , , ,1.7,5.0,.340,.340,0.9,1.8,.504, , ,4.7,0.4, , , ,2.4,4.3
Guy Rodgers*,PG,24,PHW,68, ,36.5,5.0,12.8,.389, , , ,5.0,12.8,.389,.389,1.6,2.7,.613, , ,5.8,7.1, , , ,2.9,11.6
Phil Rollins,PG,26,CIN,72, ,17.2,2.2,5.4,.409, , , ,2.2,5.4,.409,.409,1.1,1.8,.606, , ,2.5,3.2, , , ,2.1,5.5
Joe Ruklick,PF,21,PHW,39, ,9.8,2.2,5.5,.397, , , ,2.2,5.5,.397,.397,0.7,0.9,.722, , ,3.5,0.6, , , ,1.8,5.0
Bill Russell*,C,25,BOS,74, ,42.5,7.5,16.1,.467, , , ,7.5,16.1,.467,.467,3.2,5.3,.612, , ,24.0,3.7, , , ,2.8,18.2
Woody Sauldsberry,PF,25,PHW,71, ,26.0,4.6,13.7,.334, , , ,4.6,13.7,.334,.334,0.8,1.5,.534, , ,6.3,1.6, , , ,2.9,9.9
Dolph Schayes*,PF,31,SYR,75, ,36.5,7.7,19.2,.401, , , ,7.7,19.2,.401,.401,7.1,8.0,.893, , ,12.8,3.4, , , ,3.5,22.5
Kenny Sears,PF,26,NYK,64, ,32.8,6.4,13.5,.477, , , ,6.4,13.5,.477,.477,5.7,6.5,.868, , ,13.7,2.0, , , ,3.0,18.5
Frank Selvy,SG,27,TOT,62, ,21.1,3.3,8.4,.393, , , ,3.3,8.4,.393,.393,2.5,3.4,.736, , ,2.8,1.8, , , ,1.6,9.1
Frank Selvy,SG,27,SYR,19, ,11.4,1.9,4.9,.383, , , ,1.9,4.9,.383,.383,1.6,2.5,.646, , ,2.5,1.6, , , ,1.3,5.4
Frank Selvy,SG,27,MNL,43, ,25.4,3.9,9.9,.396, , , ,3.9,9.9,.396,.396,2.8,3.7,.763, , ,3.0,1.9, , , ,1.8,10.7
Paul Seymour,G-F,32,SYR,4, ,1.8,0.0,1.0,.000, , , ,0.0,1.0,.000,.000,0.0,0.0, , , ,0.3,0.0, , , ,0.3,0.0
Chuck Share,C,32,TOT,41, ,15.9,1.4,3.7,.391, , , ,1.4,3.7,.391,.391,1.3,2.0,.663, , ,5.4,1.5, , , ,3.5,4.2
Chuck Share,C,32,STL,38, , , , , , , , , , , , , , , , , , , , , , , , 
Chuck Share,C,32,MNL,3, , , , , , , , , , , , , , , , , , , , , , , , 
Bill Sharman*,SG,33,BOS,71, ,27.0,7.9,17.3,.456, , , ,7.9,17.3,.456,.456,3.5,4.1,.866, , ,3.7,2.0, , , ,2.2,19.3
Gene Shue,PG,28,DET,75, ,44.5,8.3,20.0,.413, , , ,8.3,20.0,.413,.413,6.3,7.2,.872, , ,5.5,3.9, , , ,1.9,22.8
Bobby Smith,G,22,MNL,10, ,13.0,1.3,5.4,.241, , , ,1.3,5.4,.241,.241,1.1,1.6,.688, , ,3.3,1.4, , , ,1.0,3.7
Ron Sobie,PG,25,TOT,16, ,14.6,2.3,6.8,.343, , , ,2.3,6.8,.343,.343,1.9,2.3,.838, , ,3.0,1.3, , , ,2.0,6.6
Ron Sobie,G,25,NYK,15, ,14.7,2.4,6.9,.346, , , ,2.4,6.9,.346,.346,2.1,2.4,.861, , ,3.1,1.3, , , ,1.9,6.9
Ron Sobie,PG,25,MNL,1, ,13.0,1.0,4.0,.250, , , ,1.0,4.0,.250,.250,0.0,1.0,.000, , ,2.0,2.0, , , ,4.0,2.0
Guy Sparrow,F,27,PHW,11, ,7.3,1.3,4.1,.311, , , ,1.3,4.1,.311,.311,0.2,0.7,.250, , ,2.1,0.5, , , ,1.8,2.7
Larry Staverman,PF,23,CIN,49, ,9.8,1.4,3.0,.470, , , ,1.4,3.0,.470,.470,1.0,1.3,.734, , ,3.7,0.7, , , ,2.0,3.8
Wayne Stevens,F,23,CIN,8, ,6.1,0.4,2.4,.158, , , ,0.4,2.4,.158,.158,0.9,1.3,.700, , ,2.0,0.5, , , ,0.5,1.6
Jack Twyman*,SF,25,CIN,75, ,40.3,11.6,27.5,.422, , , ,11.6,27.5,.422,.422,8.0,10.2,.785, , ,8.9,3.5, , , ,3.7,31.2
Charlie Tyra,C,24,NYK,74, ,27.5,5.5,12.9,.426, , , ,5.5,12.9,.426,.426,1.8,2.6,.704, , ,8.1,1.1, , , ,3.5,12.8
Win Wilfong,PG,26,CIN,72, ,27.7,3.9,10.6,.370, , , ,3.9,10.6,.370,.370,2.2,2.9,.778, , ,4.9,3.7, , , ,3.2,10.1
Tony Windis,PG,27,DET,9, ,21.4,1.8,6.7,.267, , , ,1.8,6.7,.267,.267,0.4,0.7,.667, , ,5.2,3.6, , , ,2.2,4.0
George Yardley*,SF,31,SYR,73, ,32.9,7.5,16.5,.453, , , ,7.5,16.5,.453,.453,5.2,6.4,.816, , ,7.9,1.7, , , ,3.1,20.2
